REGION,week,p2.5,p25,p50,p75,p97.5,mean,p.positive
Wyoming,2020-03-01,-0.01542510205736253,8.737891061880122e-4,0.005743387885252956,0.0091778284172414,0.012873478809382008,0.003916517352345685,0.781
Alabama,2020-03-08,-0.04771203444464496,0.006367109391510766,0.022103813567526744,0.033594139023444124,0.04538361843821308,0.01659452330165394,0.81675
Arizona,2020-03-08,-0.03445965272724033,-0.004590910296900861,0.0038962962305575007,0.009293289783312186,0.014953811442327774,3.67179119491168e-4,0.62875
Arkansas,2020-03-08,-0.05043135786348719,-0.01613986929763575,-0.005726195185202291,0.001752682988205352,0.010061921628917725,-0.009428187200118584,0.31375
California,2020-03-08,-0.017495378392247313,0.005766149968566595,0.013870842146103643,0.02009658643508256,0.028131141518614903,0.01163510995532359,0.8525
Colorado,2020-03-08,0.029393064697699377,0.04908432677588183,0.054990450846653396,0.059131429908226216,0.06372259060067408,0.05274346371981586,0.99825
Connecticut,2020-03-08,-0.009090821972239198,0.03399578685092143,0.045718182129832516,0.05186940789753333,0.057699009824641156,0.040018070225140506,0.962
Delaware,2020-03-08,-0.002145928731006225,0.011340913443682928,0.015068516899449203,0.01735100161533441,0.01977994678494518,0.013425793576456119,0.9645
District of Columbia,2020-03-08,-0.10683062333377692,-0.0243508321370528,-6.700447872643109e-4,0.013002036659352581,0.025160803040863412,-0.011792316398399047,0.48675
Georgia,2020-03-08,0.0016099714102948018,0.04282507591059541,0.0542693919514171,0.06084372376300324,0.06814059576291394,0.04913420772176517,0.977
Hawaii,2020-03-08,-0.04694905762284341,0.001056311004284053,0.0159522933097856,0.026427387634105574,0.037302072648043305,0.010538032893374887,0.7615
Idaho,2020-03-08,-0.022015800461597904,0.007252780982069181,0.013530641038077048,0.01694599979812553,0.019799085639211435,0.009726462587470563,0.87
Illinois,2020-03-08,0.0022939752409359216,0.021954474441749784,0.02889300750877169,0.034207577355522795,0.04108144936301212,0.02714102952909073,0.98175
Indiana,2020-03-08,-0.02454988826758982,0.0015248116464455343,0.009712368992096578,0.015236097633245266,0.022037067605671888,0.006900156828507575,0.78475
Iowa,2020-03-08,5.36499267880999e-4,0.014681879071148497,0.018276063653137244,0.020692889689341333,0.023132969222956875,0.016633903374703635,0.97625
Kansas,2020-03-08,-0.03333805644981319,0.01975970891415729,0.033531644049212966,0.04205490008671761,0.050105009772523634,0.027171883474989625,0.9035
Kentucky,2020-03-08,-0.02504274401405996,0.04103976753390756,0.05300297032340614,0.05886055280635417,0.06243323189605404,0.04425171002670812,0.94175
Louisiana,2020-03-08,0.04022908177426185,0.06758282574526367,0.07742251101004335,0.08474148773382814,0.09338883470115725,0.07453354590552182,0.999
Maine,2020-03-08,0.009019763406363868,0.024264646449792628,0.02850047462604316,0.03131956682157301,0.03437546187847421,0.02685456540493186,0.9945
Maryland,2020-03-08,0.012754455796929345,0.03503378635727744,0.041252155576181476,0.04575532861881716,0.050505305918223165,0.038842766862202345,0.9925
Massachusetts,2020-03-08,0.009842606457699883,0.020753188891872033,0.024562710151102354,0.027658409514070177,0.0315985465607252,0.023610909065004387,0.997
Michigan,2020-03-08,-0.016495429374239402,0.011826589790605581,0.018436080415896335,0.022267793442661776,0.02549766560127625,0.014946750309923774,0.9165
Minnesota,2020-03-08,-0.006260202497280107,0.020160558327204987,0.028222696035826444,0.03390516860744705,0.04045568618533043,0.025533261568479758,0.9585
Mississippi,2020-03-08,-0.03813408080811974,0.004861156246473621,0.019597897807907036,0.02981736732663072,0.04140793548192455,0.014716138567284572,0.80225
Missouri,2020-03-08,0.02050942417245041,0.05093173288275208,0.06108507045653678,0.068436601533651,0.07643060675219097,0.05783448112047907,0.9935
Montana,2020-03-08,0.017277460624999696,0.03244541317874784,0.036007331005634705,0.03797931431379255,0.039642634258565304,0.03402610091394225,0.99425
Nebraska,2020-03-08,-0.02787010564347247,0.01985359262615571,0.031790889302660746,0.038528751521389626,0.04476610719973047,0.025894638822014374,0.9155
Nevada,2020-03-08,3.0991661497162905e-4,0.011980497629529342,0.01586214695538335,0.01870914469644652,0.022110308163773382,0.014716381626170788,0.97725
New Hampshire,2020-03-08,-0.008645435742708879,0.005765729736403966,0.009143960089213055,0.011022168921149298,0.01285526998744792,0.007258110699467329,0.906
New Jersey,2020-03-08,-0.009680826687134098,0.03760054779477564,0.05066845633706221,0.058971894095315266,0.06776893489996787,0.04504430566326694,0.96125
New Mexico,2020-03-08,-0.0037109141904312776,0.019561892544328194,0.02759534346161137,0.0333932432301169,0.0407193393919312,0.02522917713559093,0.965
New York,2020-03-08,0.01996043245504422,0.03559466866120542,0.04142192140421387,0.04586317318553407,0.051518399173687314,0.03995897093246645,0.9975
North Carolina,2020-03-08,-0.00798395775742851,0.02020130225096907,0.028199539380748914,0.033200658047987705,0.038410451152132055,0.0246965325875688,0.95125
North Dakota,2020-03-08,-0.018909037486777303,0.020287240043232454,0.02923308286406455,0.03416718580047558,0.03892022095384599,0.024501906455079905,0.93775
Ohio,2020-03-08,-0.004473182527650747,0.008572894960798516,0.012848026739909701,0.015868334561101913,0.019345502208860332,0.011425949215381474,0.94525
Oklahoma,2020-03-08,-0.03500310467438293,0.015735144332755135,0.03133639482032495,0.04186366737901629,0.05329954788887131,0.025591688054918668,0.88075
Oregon,2020-03-08,0.01987498133341049,0.03742336959787271,0.04246210915396849,0.04597407937379677,0.04961182626744732,0.04050445547425631,0.9965
Pennsylvania,2020-03-08,0.004931071865949059,0.02055749797567662,0.026028976941804314,0.03025710430353506,0.03586398301907233,0.02457771344587924,0.99
Rhode Island,2020-03-08,-0.01178429004916063,0.010157654986259477,0.016007933179228252,0.01952495451585608,0.02268841949281284,0.013110329772098573,0.91425
South Carolina,2020-03-08,0.003361250171642045,0.059142380924117756,0.07096848918720784,0.07714415919929057,0.08227107080926743,0.06439017774305075,0.9775
South Dakota,2020-03-08,-0.005465023500399626,0.00959472587786945,0.014646479926787049,0.01856459454011229,0.023272988087215736,0.013207247884318174,0.9445
Tennessee,2020-03-08,-0.008333826892159148,0.031117035960098943,0.04045606326985424,0.046583238136801354,0.05200671823182808,0.0359210113766277,0.964
Texas,2020-03-08,-0.023108757827486722,0.016150315464824337,0.02822508455493128,0.03763887879103195,0.04895071870650124,0.024470371900299118,0.90275
Utah,2020-03-08,-0.014899756115502736,0.022262901288173903,0.032085068798234945,0.03842701714083117,0.04446343197234466,0.028060544178612645,0.9445
Vermont,2020-03-08,-0.02695126973042752,0.006770001582771735,0.01598423571496127,0.021868128967351484,0.02804179142274211,0.012097000376810248,0.85325
Virginia,2020-03-08,0.011187924468307655,0.033617329657088815,0.04131175463736421,0.04724001566100566,0.054074896129708123,0.03916863719731052,0.99075
Washington,2020-03-08,0.03580509190945478,0.04698236091632622,0.050842377215992024,0.05368029487656907,0.05726432716290846,0.04967884607730065,1
West Virginia,2020-03-08,-0.0073161393308901045,0.0173700128068593,0.0250221021952234,0.03002849070797039,0.035432757506815384,0.022167726932980615,0.9555
Wisconsin,2020-03-08,-0.004994189405252388,0.017750705222393283,0.024556874041932998,0.029156822414214075,0.03427246458048458,0.02202378056134528,0.9615
Wyoming,2020-03-08,-0.007422922359961413,0.0076542911352769525,0.012153735872965235,0.015214883011796318,0.01857758191113889,0.010405570896256915,0.92375
Alabama,2020-03-15,-0.029872296623193424,0.020897980692911433,0.03489769223935545,0.04426737077491188,0.05512646494543687,0.02920927020801822,0.9035
Arizona,2020-03-15,-0.02286071066807347,0.0020025483341818643,0.009450432190540373,0.014861102401358281,0.02025287477761772,0.006775188229116352,0.79125
Arkansas,2020-03-15,-0.04069446915545412,-0.006586870867422822,0.002638140590840079,0.008865935970217462,0.015837129890061797,-9.904412554626125e-4,0.59025
California,2020-03-15,-0.0043825490864861285,0.01669863315940285,0.024565684768669126,0.030454905985789784,0.03793115965122304,0.022490909731686697,0.95825
Colorado,2020-03-15,0.03165582017073649,0.04968457681476122,0.054784004072760295,0.05833147881888205,0.06255291731126124,0.052866083222099874,0.99975
Connecticut,2020-03-15,0.0027110694068547703,0.04627753956400396,0.05577640541281349,0.06156294051461026,0.06679598919546222,0.05082875161012207,0.979
Delaware,2020-03-15,0.012315507770771205,0.024326378955899328,0.027412120716665503,0.02946740802481599,0.03156844188012715,0.026124506744955676,0.99725
District of Columbia,2020-03-15,-0.1052074783668409,-0.010876410878067675,0.011440501870131122,0.025095229975754394,0.03741691342345205,8.778980777807626e-4,0.661
Georgia,2020-03-15,0.024626660528259115,0.057414827396476256,0.0678518540784164,0.07435954532276187,0.08098526795617762,0.06386450010142984,0.9945
Hawaii,2020-03-15,-0.03855953022134473,0.00559458601878453,0.020160141324374506,0.02988040841763222,0.040128814635678973,0.014965235734073283,0.817
Idaho,2020-03-15,-0.015554788298219595,0.017442941896517707,0.02398860082931778,0.02753381022840904,0.030295244133595547,0.020049008085040634,0.94
Illinois,2020-03-15,0.02076284748839914,0.03876038002623668,0.0456202118368942,0.05084050691014722,0.05738747118687025,0.04383015729719115,0.99925
Indiana,2020-03-15,-0.014423547561515435,0.007975802339023123,0.015282258425904307,0.02040458282940644,0.02622387651550307,0.01277464733811368,0.88325
Iowa,2020-03-15,-0.0011170621259924153,0.010480088562516969,0.013821955052306021,0.016117031540538725,0.018327212555257502,0.012496918614860783,0.969
Kansas,2020-03-15,-0.020226359377728226,0.0347639600164682,0.04796670591093841,0.05602303451734743,0.0634286951180188,0.04152946473549768,0.9445
Kentucky,2020-03-15,-0.0254569508477401,0.03519312604018434,0.04526034027073514,0.050056523512819404,0.05335725085989638,0.03769655140940592,0.943
Louisiana,2020-03-15,0.06430031666109563,0.09390525272457781,0.10306471016917884,0.10978134179034885,0.11831438017580988,0.1001866487357518,0.9995
Maine,2020-03-15,0.030156052566642177,0.04437527893826862,0.048166400421441644,0.05086003458041888,0.05384933018543231,0.04665483238929,0.99925
Maryland,2020-03-15,0.03702909485155776,0.05787229791954215,0.06382819382700536,0.06765108706222961,0.0721345654729251,0.06140181177119471,0.9995
Massachusetts,2020-03-15,0.034089447672297324,0.04578625605088202,0.049716935648068866,0.05266011755574904,0.056888100835420105,0.048636648372304477,1
Michigan,2020-03-15,-0.017313017412865454,0.009723421322861487,0.015713341982384187,0.019216747890415734,0.022115669691106513,0.012412131417884768,0.902
Minnesota,2020-03-15,-0.010142383039939586,0.012438923488075203,0.019840570160557333,0.02499417016701831,0.03129859721826305,0.01743809864813098,0.93025
Mississippi,2020-03-15,-0.021437909648985377,0.015455990490458071,0.028459076957432383,0.03778737541368722,0.048251867182819465,0.02450620491523916,0.90275
Missouri,2020-03-15,0.018838053882966273,0.04751706281739522,0.056260425642313996,0.06233439947943534,0.0696337263142952,0.05315225958153992,0.9925
Montana,2020-03-15,0.019201514326708077,0.03381439290287535,0.03698780594322998,0.03879388307148893,0.040355374840270235,0.035244897328988306,0.997
Nebraska,2020-03-15,-0.025519573173956298,0.018285611701680787,0.02940843205029073,0.03582989647010413,0.0414280583700237,0.023965668448151213,0.91025
Nevada,2020-03-15,8.446657196285162e-4,0.012058446071780969,0.015726078025480122,0.018418736931147064,0.021608019714892904,0.014534179228715508,0.97825
New Hampshire,2020-03-15,-0.00905166582155153,0.0050763798740784665,0.008149576723137372,0.009879224188840753,0.011508666000253735,0.006430363008841224,0.908
New Jersey,2020-03-15,0.04078980024287873,0.08576828323125338,0.09840639950338555,0.10647614702597591,0.11498599312717286,0.09323922450703684,0.995
New Mexico,2020-03-15,0.00920940060160989,0.031246313371981655,0.038263768591602784,0.0433431185956441,0.04958642974572098,0.03598229515421657,0.99025
New York,2020-03-15,0.06045820105872561,0.07625428828488037,0.08180186817130577,0.08626067085957968,0.09158964303194722,0.08040141547840678,1
North Carolina,2020-03-15,0.0020435604780451237,0.028383758724487496,0.03561079920065153,0.04008554220001877,0.04479712234079462,0.03245389002123165,0.9775
North Dakota,2020-03-15,0.013926190864590212,0.04541196932847491,0.052525191299933854,0.05735216242325494,0.061493525131184425,0.048937217018996705,0.989
Ohio,2020-03-15,0.003519122776923329,0.015733406557349863,0.01962114397161797,0.022337330050631567,0.025658744997989775,0.018328857727816412,0.98525
Oklahoma,2020-03-15,-0.008122759509334198,0.03540045503583678,0.048726592578272165,0.058303234530285915,0.06758151374235269,0.043945654004760276,0.9615
Oregon,2020-03-15,0.032780388419056214,0.04967452737039278,0.05419507416632573,0.0574240427423373,0.06104394540570593,0.05245087937261559,0.9985
Pennsylvania,2020-03-15,0.023035483468575566,0.038841436317797184,0.04414649003131758,0.048277620691194095,0.05338884654229033,0.042663884415709286,0.99825
Rhode Island,2020-03-15,-0.024680555153736558,-0.0011073343822122442,0.004632435561584371,0.008051750944999964,0.01125654540699204,0.0017803834585949044,0.71575
South Carolina,2020-03-15,0.021348565970531815,0.07133369272341562,0.08188052899183207,0.08755193066293185,0.09204407844385508,0.07580732934538019,0.9875
South Dakota,2020-03-15,-0.003900358328001705,0.011864497502440311,0.016641648429731357,0.0202752368057193,0.024630407090749096,0.015166097218149141,0.958
Tennessee,2020-03-15,0.016815653918830036,0.05013853299867037,0.058214397443750183,0.06317423370961667,0.06804917616316859,0.05428626849545042,0.99025
Texas,2020-03-15,0.0019636746298264487,0.03895683042937102,0.0498236668083229,0.05838683628989208,0.06843791374142334,0.04634802143949282,0.97725
Utah,2020-03-15,-0.0014887633832603192,0.03125799368241862,0.04008809659807164,0.04552862811521664,0.05113357274978209,0.03627654741026358,0.972
Vermont,2020-03-15,-0.01358836057542553,0.0179260197418786,0.025980347411252026,0.03165594984154019,0.03746491825462439,0.02264260266908118,0.93825
Virginia,2020-03-15,0.015847987525380473,0.036747778494053196,0.04336180452707172,0.04864644334507967,0.05512469704903976,0.04150707109627315,0.99475
Washington,2020-03-15,0.03575689425794413,0.046323224156832515,0.04993624881924445,0.052723826159679195,0.05612975930502099,0.049006039698948664,1
West Virginia,2020-03-15,1.1214815087349762e-5,0.021231165218051285,0.0279942378639819,0.032435232405800346,0.03742087518797795,0.025539614299125372,0.97525
Wisconsin,2020-03-15,0.011046839334922148,0.03329699259144782,0.039826027214999116,0.04398948239791594,0.0486697352270177,0.03727519043835359,0.99125
Wyoming,2020-03-15,0.010807686646526673,0.023660253563967622,0.027724779955468685,0.03053337084434654,0.03348090329913565,0.02626595880848332,0.99425
Alabama,2020-03-22,-0.035423844117665554,0.008191720730889796,0.020903350806782944,0.029173853688491527,0.03843957927664474,0.01592176074011045,0.8405
Arizona,2020-03-22,-0.028863211052095303,-0.0026964260877692043,0.005182950121273036,0.010111405315400838,0.015530341053355441,0.002122432822679451,0.68075
Arkansas,2020-03-22,-0.0228721549812237,0.003326781154719697,0.011031341787947154,0.01598203103577537,0.021578390170079724,0.008120162450481678,0.82025
California,2020-03-22,-0.008431233409032094,0.012414009391688808,0.019747447162127015,0.025432136869728467,0.032774580929841556,0.01789292194917754,0.935
Colorado,2020-03-22,0.011895337674954844,0.029068411531789098,0.03388314164365078,0.0371749923130202,0.0407201122011167,0.03201764533134708,0.9955
Connecticut,2020-03-22,0.007056830053250049,0.04542126795480093,0.05470209555648299,0.060311653546213005,0.06529454145968669,0.05008740126184043,0.983
District of Columbia,2020-03-22,-0.07676401092609762,0.003933728738529136,0.023103619543399564,0.035236644936730406,0.046019094496343255,0.013838311942585637,0.7855
Georgia,2020-03-22,0.013992052116920716,0.04719222065444671,0.0561391414621054,0.06197047941816532,0.06844353960469256,0.052422572022674294,0.98975
Hawaii,2020-03-22,-0.06787605559684165,-0.024317861893973815,-0.010765129127592934,-0.0017314980591129356,0.007832421219265721,-0.01580183838157337,0.2005
Idaho,2020-03-22,-0.001237270755868705,0.03356827250725773,0.040329421535684695,0.04380653946825149,0.04668766628341502,0.03620485881654873,0.973
Illinois,2020-03-22,0.004617188141636216,0.023810358600432915,0.030385424080622874,0.035519183840762567,0.041894183649162656,0.02855482321731778,0.9865
Indiana,2020-03-22,-0.025234605644540352,-0.003453376402102762,0.0028586997008080792,0.007069851236953932,0.012017472895071971,4.6627216308926274e-4,0.623
Iowa,2020-03-22,-0.007352600206971941,0.0034322715899960114,0.0064105028274059825,0.008262664007567337,0.010110720560232567,0.005142628763464711,0.89175
Kansas,2020-03-22,-0.025561968104338154,0.02691071204301562,0.03950722403472374,0.047100392333754536,0.05417007322292891,0.03303016481127613,0.92425
Kentucky,2020-03-22,-0.057755947993194834,6.910757034261821e-4,0.010155105610840594,0.014645924792719658,0.01755255803641822,0.00299284121495389,0.75875
Louisiana,2020-03-22,0.06517156959474012,0.09026985707499449,0.09850845285359941,0.10485248898135067,0.11220250474964226,0.0960056493011413,1
Maine,2020-03-22,0.0022172392592664813,0.015227403720022813,0.018831090460773428,0.021273432415696875,0.024122664195382115,0.017425154646772183,0.98175
Maryland,2020-03-22,0.031291086523141054,0.05057278468724628,0.05654511575749264,0.060277016181649636,0.06441408072806881,0.05429762624606926,0.99875
Massachusetts,2020-03-22,0.02648365888345334,0.03792706437306631,0.041898540813561494,0.0448741815076415,0.04881401481634604,0.04084286850612812,1
Michigan,2020-03-22,-0.004731029004271489,0.01990017616459648,0.025584084723386538,0.02854922111456637,0.0313603130515069,0.022448480689613352,0.96425
Minnesota,2020-03-22,0.007233046812839638,0.028632497737446437,0.035745182569981826,0.04048775873197028,0.046066255082767335,0.03335538325816891,0.9885
Mississippi,2020-03-22,-0.030337818817221453,0.005652693122709341,0.01779877979264434,0.026366124061559623,0.036506283733268786,0.013941607062998101,0.82775
Missouri,2020-03-22,0.021248309462266957,0.04677035903445801,0.05449588689065749,0.05975167879443821,0.06607096405810257,0.05170855862336881,0.995
Montana,2020-03-22,0.018273863028545615,0.030356357053940485,0.03294929626300168,0.03440695412259998,0.03567905000465245,0.031466815329220826,0.99675
New Hampshire,2020-03-22,-0.011410199397165005,0.0012612582342058022,0.004052812767918159,0.005656522055682279,0.007063676739656267,0.0025756548445140435,0.81325
New Jersey,2020-03-22,0.08063641312162631,0.12439412119076493,0.13672290258350928,0.1445803921814358,0.15255988197281595,0.1313489816525377,0.99875
New Mexico,2020-03-22,0.0029455160457684468,0.021996933337174455,0.028248713595619514,0.03280955356273513,0.03832330868553775,0.026263526493543424,0.981
New York,2020-03-22,0.08089657950619758,0.09641060317729955,0.10185792110625488,0.1061485278575752,0.1116294002777622,0.10039061988652215,1
North Carolina,2020-03-22,-0.010373776984431456,0.01504853166190785,0.021940881369014373,0.02627788816848812,0.030728843720757,0.019024183615607176,0.9425
North Dakota,2020-03-22,0.004351370002698859,0.03300511702149166,0.03964113677612299,0.04374421455259683,0.047581173738855065,0.03616795508511402,0.97975
Ohio,2020-03-22,0.0027415372925346224,0.013844310110386109,0.01713352745654413,0.019681028998987656,0.022720755968975867,0.016028222008636475,0.9845
Oklahoma,2020-03-22,0.017099395236289335,0.05038616127865354,0.061696458401653734,0.069475927049453,0.07815854359480538,0.057912991746128295,0.991
Oregon,2020-03-22,0.02435977383240064,0.03878197185258155,0.04289415593730883,0.04574881329128833,0.04872370733805001,0.041247742158897246,0.99875
Pennsylvania,2020-03-22,0.01452947066390733,0.02903619836515262,0.0339060594451606,0.03776183392841268,0.042504276342453136,0.0325977143578942,0.99825
Rhode Island,2020-03-22,-0.031190732852103727,-0.00953585055807991,-0.00410342736401006,-7.456369666396349e-4,0.0021225339943331555,-0.006731063444624533,0.1815
South Carolina,2020-03-22,7.522032919126005e-4,0.04572097279606472,0.05442040265755199,0.05916251076915904,0.06307420340939655,0.04890720493642585,0.97575
South Dakota,2020-03-22,-0.012477550764401348,0.0011554525371381512,0.005390031774651336,0.008530921979894811,0.012617178982412682,0.0041095720959738406,0.7935
Tennessee,2020-03-22,0.014632017574054293,0.042719176315788455,0.0497618886599657,0.05423441325772876,0.05830581389556083,0.04653716026907972,0.99
Texas,2020-03-22,-0.001847058838897668,0.030505486333731784,0.04064732667355738,0.04845269830632856,0.05808529622550639,0.03743828504144284,0.97125
Vermont,2020-03-22,-0.0037885648421775685,0.02372333357523808,0.03150732553139528,0.03686671577773181,0.04218448084390121,0.028385033896127312,0.9635
Virginia,2020-03-22,-4.127688233224399e-4,0.019387440402252855,0.02579617421336711,0.030592960180358605,0.03674181171029009,0.02391829540787326,0.974
Washington,2020-03-22,0.01769880261069836,0.027485317907836447,0.03089816648013228,0.03333445651863464,0.03636420997251142,0.029879774123127003,0.9995
West Virginia,2020-03-22,-0.025095622411183318,-0.005243761917933418,8.283338442337407e-4,0.00493800345725148,0.009628633076542681,-0.0014154015433636082,0.54875
Wisconsin,2020-03-22,0.0033091316470163865,0.023474987779397376,0.029480267070505557,0.0338288770402238,0.03858943368953562,0.027442283851703126,0.98275
Wyoming,2020-03-22,-0.010063734897346932,0.0030696860982190968,0.006994309547249629,0.009373736794949863,0.012007894254630135,0.005479772017092781,0.865
