replicate,probability
5844,1.0417887553863601e-4
5845,3.2854193024843317e-9
5846,5.736058788251462e-9
5847,2.5119219192185203e-5
5848,1.0020756134971514e-4
5849,9.20529962944256e-9
5850,9.934675530305073e-5
5851,4.492031634750856e-9
5852,8.046054002912055e-6
5853,9.019325092162982e-5
5854,1.0687778669821176e-6
5855,1.9293357673339664e-7
5856,1.4806072424485071e-8
5857,7.775245695614339e-9
5858,1.9436279397780567e-6
5859,9.92887070789875e-5
5860,1.1892539920717133e-4
5861,1.0548915000315437e-4
5862,3.104653691060774e-9
5863,6.780794115048981e-6
5864,9.925439763038293e-5
5865,1.3178551307152157e-8
5866,1.0377656018558565e-4
5867,3.6041957577994346e-9
5868,5.977532784309771e-9
5869,4.877241892488512e-9
5870,9.929096384908894e-5
5871,3.828400903295408e-9
5872,1.3039842045313517e-7
5873,6.168751015290218e-9
5874,3.35271736623581e-9
5875,9.932873234203758e-5
5876,1.479008576456857e-7
5877,5.392863752256027e-9
5878,9.92775382971537e-5
5879,9.954023935876084e-5
5880,2.2169945156069723e-8
5881,9.950124353754566e-5
5882,1.7806277911767797e-6
5883,1.4551421223261455e-8
5884,1.0054170631725863e-4
5885,1.4663852660868981e-8
5886,6.413884554341575e-9
5887,1.0245008619192008e-4
5888,5.4860394792631366e-8
5889,3.6169316629604564e-9
5890,5.593917864518467e-5
5891,3.173109750218905e-5
5892,9.936434442523679e-5
5893,5.716601502097267e-9
5894,9.926207666450679e-5
5895,9.928259020434e-5
5896,3.4363650450645704e-7
5897,9.989542369300127e-5
5898,1.0097361277411142e-4
5899,1.246010603336414e-8
5900,8.80450912896246e-9
5901,5.765822779045901e-7
5902,1.1396973296405464e-4
5903,1.0160544739567357e-4
5904,1.0042490287946513e-4
5905,9.928863468446894e-5
5906,9.93255248992689e-5
5907,9.546313530821551e-9
5908,1.0125342283004442e-4
5909,6.421898910363282e-6
5910,9.947108814218402e-9
5911,6.29566318111574e-8
5912,4.108357290146666e-6
5913,6.549055274866933e-9
5914,1.0453731594354188e-4
5915,1.5529522801555947e-8
5916,1.4782810675639996e-8
5917,1.0894635550866135e-4
5918,4.883827853359531e-8
5919,1.1044678408179303e-8
5920,7.75780449344295e-9
5921,1.8207157757721948e-8
5922,7.708152089077825e-9
5923,4.4561602706972664e-5
5924,9.928984910549458e-5
5925,1.3220218360329455e-08
5926,4.606205895149328e-8
5927,1.2041722289917288e-4
5928,3.754129890634487e-9
5929,9.936545372280668e-5
5930,1.1923430621401214e-8
5931,9.925499757081806e-5
5932,1.235918227174545e-8
5933,1.0076120260230979e-4
5934,9.927073155954514e-5
5935,1.0177066560670449e-4
5936,4.730219845447961e-9
5937,8.015661905301343e-6
5938,1.1728989618633328e-4
5939,1.1724764588844889e-7
5940,1.0028499032416952e-4
5941,3.6192019304274246e-8
5942,1.1069221851034536e-5
5943,4.453288097654004e-9
5944,1.0056924406875082e-4
5945,9.506644303492407e-6
5946,2.1683274175712846e-5
5947,5.877860943971996e-9
5948,2.2611076396951328e-8
5949,1.0053830504086378e-4
5950,8.994358186985959e-9
5951,6.705635354790839e-9
5952,5.094383957886417e-7
5953,9.44769591940789e-9
5954,2.109931652663081e-5
5955,6.101536701417165e-7
5956,9.927247460690877e-5
5957,9.927011966329937e-5
5958,1.0711787725959001e-8
5959,9.940988031452508e-5
5960,9.961401101563308e-5
5961,1.4171245140559725e-8
5962,1.7831353847857532e-5
5963,2.606428792360376e-5
5964,9.967627879871927e-5
5965,5.681335154776409e-9
5966,1.0327942391371034e-4
5967,5.009659014309583e-9
5968,4.1892551210402e-9
5969,9.594237834222458e-6
5970,8.550180308529296e-9
5971,9.925715607824854e-5
5972,9.836441733872316e-9
5973,6.826199065517753e-9
5974,1.111824033954614e-8
5975,1.0267454309306812e-4
5976,4.2079155480537176e-7
5977,5.350820566395865e-5
5978,3.4077256936672933e-6
5979,1.0310521962572536e-4
5980,6.547294633505383e-9
5981,1.5297747697962727e-8
5982,4.23315861227241e-9
5983,9.932502856387403e-5
5984,1.031614942756785e-4
5985,9.925610620821419e-5
5986,4.6278901643604694e-5
5987,7.3976845842977535e-9
5988,7.303637314090175e-5
5989,4.885337993661732e-9
5990,9.925683091585652e-5
5991,2.3800653643797284e-5
5992,3.2021340282624326e-9
5993,1.4064264193264266e-6
5994,3.090850954323411e-9
5995,2.343293431780719e-8
5996,9.99670512895074e-5
5997,9.925760497975531e-5
5998,1.0004395599107106e-4
5999,9.954726215929402e-5
6000,1.0006541474273385e-4
6001,6.7025046176185754e-9
6002,2.4249210315601477e-8
6003,1.1211959912768747e-8
6004,9.929116042802221e-5
6005,9.409747427374176e-9
6006,9.94421339002352e-5
6007,1.0024303944109065e-4
6008,9.928128611539041e-5
6009,9.931371414886717e-5
6010,5.2613447248569095e-9
6011,4.2661838132927195e-9
6012,5.949633719036263e-6
6013,8.124868692121384e-9
6014,1.1184600786698519e-4
6015,2.0467805642495505e-7
6016,1.3103416588913777e-8
6017,1.3834199705948042e-8
6018,7.72495662800712e-9
6019,1.0329220383730719e-8
6020,5.065540379760001e-9
6021,6.1490947252324255e-9
6022,9.925499191855716e-5
6023,6.503101106429631e-9
6024,2.6034797770943916e-6
6025,9.961635564611602e-5
6026,9.92932040686716e-5
6027,1.1178692426950726e-8
6028,6.514200865489814e-7
6029,9.664875318068453e-9
6030,1.610075612996845e-8
6031,3.311086963323799e-5
6032,5.2779866557357755e-5
6033,9.991405651778643e-5
6034,1.169455042227247e-4
6035,9.929650680401522e-5
6036,7.879583066529858e-9
6037,1.0897107094984539e-4
6038,8.266940639289611e-9
6039,9.929738752562789e-5
6040,1.0016967346101494e-4
6041,9.139696349089194e-8
6042,2.138148746735353e-5
6043,1.4959574292884524e-8
6044,1.4462587503015936e-7
6045,1.0661123834837914e-8
6046,4.655437074164186e-9
6047,9.928040249576775e-5
6048,8.897888419674576e-9
6049,1.8084211582845965e-7
6050,1.1268077151146126e-4
6051,9.931060586364664e-5
6052,5.960420069587405e-6
6053,9.929988210929164e-5
6054,2.0113740750978465e-8
6055,9.931982093821587e-5
6056,8.912255429538025e-9
6057,9.926573961881811e-5
6058,3.168874584725712e-9
6059,9.970492150319755e-5
6060,9.964647693222585e-5
6061,5.556824210382758e-9
6062,1.0330004632959152e-4
6063,9.925986959278341e-5
6064,9.932409811797033e-5
6065,1.964145554895665e-8
6066,1.685890202984692e-8
6067,2.7996319001851368e-6
6068,6.518434683310108e-9
6069,3.957814743686549e-5
6070,5.774832729052003e-9
6071,3.761754152713647e-6
6072,7.240569241419987e-9
6073,1.0696635823892497e-4
6074,5.508435632701177e-9
6075,4.15885912224723e-6
6076,5.0644992214844135e-9
6077,1.3318538597448204e-8
6078,6.125499876433584e-9
6079,3.9602243453489015e-9
6080,9.936973015428076e-5
6081,5.5893410422305985e-9
6082,1.0060805850538219e-4
6083,1.0562846288065701e-4
6084,1.0280080616327713e-4
6085,1.1791192400041762e-8
6086,1.5889787430050787e-8
6087,9.930865431406656e-5
6088,1.0262688458772667e-4
6089,8.633717925096593e-6
6090,1.627040585586506e-7
6091,2.9169134527042747e-8
6092,6.132464450148968e-8
6093,3.052367889011173e-9
6094,9.962290978019784e-5
6095,1.0670211462598523e-4
6096,7.302915218732657e-9
6097,3.029693715310335e-8
6098,6.936731902785582e-9
6099,9.981145883908352e-5
6100,5.853777280033018e-9
6101,9.970640631507929e-5
6102,1.4916493682098732e-8
6103,2.3032241036457233e-8
6104,9.931797395391193e-5
6105,6.399147326677779e-9
6106,9.928903579536273e-5
6107,1.1225042464753517e-4
6108,6.75233858871817e-6
6109,1.0068290995029531e-4
6110,6.094694385177458e-9
6111,1.2035082949039055e-6
6112,4.0295686572843925e-9
6113,4.3721131179229144e-8
6114,1.1798892617092481e-4
6115,9.938495268846498e-5
6116,5.0576817984627196e-9
6117,2.1094189441160565e-5
6118,1.0069482385841092e-4
6119,5.803586386903596e-9
6120,9.94845818088948e-5
6121,7.825336544736428e-9
6122,9.928191840562224e-5
6123,9.925641099271607e-5
6124,1.5196463225168417e-8
6125,1.566083129603422e-8
6126,4.7553083606269245e-6
6127,9.970701735651869e-5
6128,5.274626719767498e-9
6129,2.8774639535220894e-8
6130,2.343797894372586e-8
6131,1.079932799947843e-8
6132,9.94141605809299e-5
6133,4.678722524515158e-7
6134,8.991505285858783e-9
6135,1.615847694144091e-8
6136,4.573175618584573e-9
6137,1.2305560943521263e-8
6138,6.68660973522754e-9
6139,9.993823317160871e-9
6140,1.4387762352948365e-8
6141,3.0847386845638087e-9
6142,3.3984876477633913e-9
6143,9.957780470830864e-5
6144,5.776694706179145e-9
6145,1.3238057286329462e-8
6146,2.8157335722299955e-6
6147,1.2800350068760025e-6
6148,9.927736195265579e-5
6149,5.433505853121849e-9
6150,9.937905434328021e-5
6151,6.323831887658993e-6
6152,1.0470968964644621e-4
6153,1.429512646614907e-5
6154,7.403719490059479e-6
6155,5.409407749686941e-9
6156,3.4955388767438805e-9
6157,2.5288687604372244e-8
6158,4.965305702345338e-9
6159,9.955596610080322e-5
6160,9.962729664599336e-5
6161,1.093003823225725e-4
6162,9.95086461983371e-5
6163,2.9624295081580376e-7
6164,2.368923230555924e-6
6165,9.949197402860572e-5
6166,2.445866886228188e-5
6167,4.042840915640986e-9
6168,2.937928142109779e-9
6169,5.108598289458121e-9
6170,1.0742499205655501e-4
6171,3.520495994194788e-9
6172,9.93165947599226e-5
6173,9.952833713654812e-5
6174,9.930256598797154e-5
6175,4.141989418291071e-9
6176,9.16274247005279e-9
6177,3.1498703781905127e-9
6178,1.687892505912728e-8
6179,2.759450438367405e-5
6180,1.028031268220334e-4
6181,9.927584501409554e-5
6182,2.2004177037715455e-8
6183,2.6681537632156565e-5
6184,1.621049389029557e-8
6185,1.3294065231154303e-8
6186,1.1000745799331396e-4
6187,4.391787589839996e-9
6188,9.157207386248545e-9
6189,4.354235550801973e-9
6190,4.214339313420277e-9
6191,9.925958089772206e-5
6192,1.047828123469339e-4
6193,2.3306252434461183e-7
6194,3.9346455733265205e-5
6195,3.38199094091743e-9
6196,9.952650188362214e-5
6197,9.933752531109978e-5
6198,9.92967650107453e-5
6199,1.0075527796948306e-4
6200,1.3685150382986124e-7
6201,2.5548869606154364e-8
6202,4.208905938124145e-5
6203,7.101869503837341e-8
6204,9.948147472268624e-5
6205,3.0567077441008692e-9
6206,9.927219044994282e-5
6207,3.0623980834857074e-6
6208,6.610176603303494e-9
6209,7.165500476538536e-7
6210,1.1369340715747168e-4
6211,4.591935285861366e-9
6212,1.9190798207897995e-8
6213,1.0417067914909406e-4
6214,5.299582863451225e-9
6215,9.948517698665515e-5
6216,9.928041136374641e-5
6217,9.948754467395666e-5
6218,6.562912602454695e-5
6219,4.168984008425012e-9
6220,9.931350089977073e-5
6221,3.821189392806976e-9
6222,1.0040974726186363e-4
6223,4.998329614893973e-9
6224,2.5782194625904658e-8
6225,6.301595533465602e-9
6226,3.2106634201762475e-9
6227,4.4929909697592e-9
6228,9.931151073018372e-5
6229,1.0255941568196707e-4
6230,1.5149483758058116e-8
6231,1.6155253254695812e-8
6232,9.931259808358221e-5
6233,9.932759777208858e-5
6234,3.0575937613636773e-9
6235,5.590473314902169e-9
6236,3.703473098642606e-9
6237,1.0408888204313204e-4
6238,2.9152272906284374e-9
6239,3.420558786411594e-9
6240,1.4076946222534726e-8
6241,1.172040052783565e-4
6242,9.955174698212738e-5
6243,1.0510969152945356e-4
6244,9.928937832041496e-5
6245,7.448901897062941e-5
6246,9.93499242814466e-5
6247,2.3164411072718196e-8
6248,7.3978317722843206e-9
6249,9.710638204103385e-7
6250,1.022158142508949e-4
6251,1.178342628995707e-5
6252,7.53246296120707e-9
6253,9.971350172963679e-5
6254,2.4927818924496966e-6
6255,1.5684931089235992e-8
6256,9.569800489277764e-9
6257,3.263060697344736e-8
6258,1.849571511882937e-7
6259,1.5107038490328014e-8
6260,6.10244744887871e-8
6261,3.4748781275680522e-9
6262,9.203535224167329e-9
6263,1.2373883001042469e-8
6264,1.090100141745765e-4
6265,1.3903766499608863e-8
6266,7.85856654220683e-9
6267,1.1893240959226595e-4
6268,5.823863447127524e-8
6269,4.1444279276673945e-9
6270,2.2453531024366365e-8
6271,1.5116676544657192e-8
6272,9.933360624681828e-5
6273,9.926348830693615e-5
6274,1.0458681107854641e-4
6275,9.937708664927282e-5
6276,1.0925033957483991e-4
6277,2.394018595720836e-7
6278,9.928212796468792e-5
6279,1.0105716348287755e-4
6280,1.0567586765216055e-4
6281,1.3901384109585837e-8
6282,1.0708024904441024e-8
6283,1.513934449550094e-8
6284,3.687490772715748e-9
6285,9.926316634231372e-5
6286,1.734831903676883e-7
6287,9.925316796253336e-5
6288,5.407501357807862e-7
6289,6.14489197592326e-9
6290,4.43880016184151e-7
6291,7.090410786543161e-9
6292,4.168299372095417e-9
6293,1.020441301296852e-8
6294,1.0624070537934399e-4
6295,7.981078018908552e-8
6296,2.823711492383373e-8
6297,7.924025055610339e-9
6298,5.754678624471872e-8
6299,9.92700051472209e-5
6300,5.993806492169695e-9
6301,9.961174372317157e-5
6302,1.5787192780952015e-8
6303,1.692022057488979e-6
6304,4.509183370241145e-9
6305,1.1587460014199594e-4
6306,5.68038265091486e-9
6307,1.0311749404874631e-4
6308,5.0423910306730726e-9
6309,9.932151230655173e-5
6310,6.381659960657048e-7
6311,1.0169406514652873e-4
6312,9.926376012229145e-5
6313,9.930640655600127e-5
6314,1.2336840604719787e-8
6315,9.964311464996779e-5
6316,2.4834495867357743e-8
6317,8.596676781922592e-9
6318,5.486638880544632e-7
6319,9.966235765336971e-5
6320,9.932197132029215e-5
6321,8.964836879669895e-9
6322,1.4990051693758418e-8
6323,2.4735882121551084e-8
6324,6.222535380125185e-5
6325,1.984750344779082e-8
6326,9.931052260989024e-5
6327,9.925363729390327e-5
6328,9.969269327302482e-5
6329,9.927301778594574e-5
6330,4.559094007915453e-7
6331,2.2433116131601987e-7
6332,9.947519734707552e-5
6333,1.2097946747787754e-8
6334,5.1438585765400106e-9
6335,3.1559200923331235e-9
6336,4.75771310170335e-5
6337,4.850584530564639e-6
6338,1.0280275682098569e-4
6339,1.2920872443972603e-8
6340,1.0818398988036728e-8
6341,5.6159076234224815e-6
6342,5.32521523369239e-9
6343,2.8240812204320192e-05
6344,2.923916594636893e-8
6345,1.3492266183391628e-8
6346,3.1688069746023134e-8
6347,9.927476223929253e-5
6348,1.0069008096563632e-4
6349,4.3310641766505685e-5
6350,3.312635202137471e-9
6351,9.933422964616068e-5
6352,3.802233750086107e-9
6353,1.0331486247562414e-4
6354,9.92894764044955e-5
6355,9.925562728871492e-5
6356,1.0599401905307492e-4
6357,1.9938171450019305e-8
6358,2.6461560610989585e-8
6359,3.020425368931248e-9
6360,9.928457521959661e-5
6361,1.4942878573415525e-5
6362,9.926907491843631e-5
6363,5.0323754521002175e-5
6364,2.613645626444005e-5
6365,7.66827000616796e-9
6366,9.831624886096524e-9
6367,8.431141437406669e-9
6368,1.7243262409615606e-8
6369,7.488924260828562e-9
6370,4.0629315431460596e-7
6371,9.909304604834195e-9
6372,6.290200681734827e-9
6373,7.907282850834962e-9
6374,9.92557214551642e-5
6375,9.953407752178073e-5
6376,5.477771355709494e-9
6377,1.0213566431860408e-4
6378,1.1004564612066705e-4
6379,1.5186784725446274e-8
6380,1.0003956079976881e-4
6381,1.0168166779914032e-4
6382,1.2092887465899301e-4
6383,3.129542678740787e-9
6384,9.932277313914555e-5
6385,3.4868487718139346e-7
6386,2.662634889644342e-7
6387,6.067268821913897e-9
6388,9.363012618172552e-5
6389,9.926700921920226e-5
6390,1.033891662231902e-4
6391,7.134451994414047e-9
6392,2.2769574765025214e-8
6393,1.4391090101948035e-8
6394,1.3169706263235424e-8
6395,3.887660366492524e-9
6396,1.0293965551670087e-8
6397,9.211589537191281e-9
6398,2.9656512143159255e-9
6399,4.069044736411133e-6
6400,1.0615114793649567e-8
6401,5.0821305344546085e-6
6402,5.6813410929061835e-9
6403,9.487377501344257e-9
6404,1.0080844473908421e-4
6405,1.7657380798327374e-5
6406,1.43055416869989e-8
6407,1.3298909324472214e-8
6408,9.929146525222593e-5
6409,1.6142055894478337e-8
6410,1.1296744874276522e-5
6411,1.0031562673444345e-4
6412,2.04332478268104e-5
6413,9.956154342196523e-5
6414,1.572866260303498e-8
6415,7.93413592813175e-9
6416,1.3927309745805093e-5
6417,3.124876367867515e-9
6418,1.0723026301986858e-4
6419,4.646455791554111e-9
6420,1.0341081747540421e-4
6421,9.94626268862865e-5
6422,1.5533047809481994e-8
6423,2.305640579424043e-8
6424,1.3704767657775209e-8
6425,1.512113466127999e-8
6426,1.0627770990354855e-8
6427,1.1742421808973133e-4
6428,9.545756235837881e-9
6429,1.0204434613478833e-8
6430,9.927183984124313e-5
6431,9.926293719075528e-5
6432,1.224526718801758e-7
6433,4.181459673183889e-9
6434,1.0091252853503818e-4
6435,9.935817496376345e-5
6436,3.600934367104444e-8
6437,9.93275386199495e-5
6438,3.3210760246921493e-9
6439,7.343773777387562e-9
6440,1.0631021445176837e-4
6441,4.113877074762663e-9
6442,9.356094229316679e-5
6443,1.0292439406124581e-4
6444,9.943211046173388e-5
6445,1.0849798187409572e-4
6446,9.95440330245436e-5
6447,3.0589389794325406e-9
6448,1.3046225793037828e-8
6449,1.0767607767790402e-8
6450,5.836739703025983e-9
6451,6.183390919037995e-7
6452,9.937542702807635e-5
6453,1.0277239579788307e-4
6454,1.1375375631753375e-4
6455,1.1516227218282294e-4
6456,1.004840276308071e-4
6457,1.2531851543155587e-8
6458,1.0608994854637813e-4
6459,7.757555769102391e-6
6460,9.990054346644901e-5
6461,9.947281564197445e-5
6462,5.426025184102662e-9
6463,9.98053905888348e-5
6464,1.1227784703416153e-4
6465,6.183685394661607e-6
6466,3.1117975253275954e-9
6467,7.821320820596648e-7
6468,1.1240799459512898e-4
6469,1.0003472106025184e-4
6470,1.046746538081162e-4
6471,1.7988891284860394e-5
6472,5.988801189727196e-9
6473,5.501800946903019e-8
6474,1.5154817507830845e-8
6475,6.491427928853878e-9
6476,1.8415166881819402e-8
6477,5.106215285260531e-9
6478,9.928560692874642e-5
6479,1.193763169156026e-8
6480,3.6980576335951684e-9
6481,4.7541345099563865e-9
6482,1.0136485776129094e-8
6483,9.969859933901859e-5
6484,1.0851288279499396e-4
6485,3.498297515087635e-9
6486,3.3898114644777584e-9
6487,9.932668312747159e-5
6488,1.0072163729521955e-4
6489,1.0210010422307513e-8
6490,3.772056213310348e-9
6491,9.969091971930606e-5
6492,1.6168379405819425e-6
6493,4.217284744843676e-8
6494,4.3369647177765396e-8
6495,1.5129030202191598e-8
6496,1.762961034668955e-7
6497,3.451904006016723e-8
6498,1.0062919128725406e-4
6499,1.5968520976895555e-7
6500,0.00010006495307944168
6501,3.575151079767514e-9
6502,9.999102161750752e-5
6503,9.431151245445575e-9
6504,8.6416273973471e-6
6505,1.0000534431023628e-4
6506,9.09891555292016e-9
6507,6.4988957301849255e-9
6508,9.925749856874657e-5
6509,1.2200115465949946e-8
6510,9.997946453812452e-5
6511,1.0262546049473425e-4
6512,6.283921575369054e-9
6513,6.2710170904876835e-9
6514,9.925827922987028e-5
6515,1.0370205925453034e-4
6516,1.0751400041069039e-4
6517,8.582622250612365e-8
6518,9.95418477977209e-5
6519,4.996838467422783e-9
6520,4.158846474914067e-9
6521,1.9306682697724827e-5
6522,8.962015381044042e-9
6523,2.7531115238672e-5
6524,1.0141177725354143e-4
6525,9.48677794693555e-5
6526,7.880523870239334e-6
6527,9.983860427050304e-5
6528,9.925667537606615e-5
6529,9.92861002361388e-5
6530,9.925467949349064e-5
6531,9.943476816941754e-5
6532,5.56325420998223e-9
6533,1.5676973524674525e-8
6534,9.93397775992855e-5
6535,1.3793450874628565e-6
6536,7.549491241344111e-5
6537,9.932605130890293e-5
6538,2.7159662906518908e-6
6539,1.2072183923225564e-4
6540,2.194873990787648e-5
6541,9.933151002368994e-5
6542,1.2540529983764467e-8
6543,9.926138762380233e-5
6544,1.2059091536911404e-4
6545,3.2147153813174964e-9
6546,4.881342502117466e-8
6547,1.061464320667139e-4
6548,9.925571768639871e-5
6549,8.02779288819362e-9
6550,3.5957430162442493e-9
6551,1.0039166130630317e-4
6552,3.6263089135344275e-8
6553,9.925596112260525e-5
6554,1.4798173502523407e-6
6555,1.0568965051087601e-4
6556,1.526980864072362e-8
6557,1.0037550925898557e-4
6558,9.932414440034535e-5
6559,9.946560447217424e-5
6560,7.3019802771667935e-9
6561,1.0034992211881561e-6
6562,4.691140941219112e-8
6563,3.734163900846629e-9
6564,1.1794966299699306e-4
6565,1.769427291764498e-7
6566,9.93129215291506e-5
6567,9.927645465640479e-5
6568,9.949347299762465e-5
6569,3.034452837741818e-9
6570,5.629613565628074e-9
6571,1.518039184202136e-8
6572,9.346377445116017e-5
6573,1.4313926822837643e-8
6574,1.0233386306718814e-4
6575,1.122221733347022e-4
6576,1.9978800047501805e-6
6577,1.5497676995199004e-8
6578,1.0202933205749784e-4
6579,6.306111901759473e-7
6580,1.4572787406431188e-6
6581,1.0749447571021613e-4
6582,9.951186179446655e-5
6583,1.0081288469260323e-4
6584,1.0370369416567806e-4
6585,9.926624606526751e-5
6586,1.449155968275633e-6
6587,4.9302987095643985e-9
6588,2.5265953324318113e-7
6589,1.5199814549438172e-8
6590,1.0023583860240127e-4
6591,4.540765422494234e-9
6592,5.819076558483299e-8
6593,3.2300872977142857e-9
6594,2.2988358866982177e-8
6595,6.428627848227515e-9
6596,3.747913044279403e-7
6597,1.3044245888512302e-6
6598,4.341726973353927e-9
6599,1.2092395534532475e-8
6600,5.060535353789416e-9
6601,9.905119621500416e-5
6602,1.0146870534794577e-4
6603,9.958774079806775e-5
6604,7.961016809288358e-9
6605,5.2102505299581835e-9
6606,1.1292442403801132e-4
6607,9.945429313381095e-5
6608,3.604969064471501e-9
6609,9.936250823584734e-5
6610,2.3644703681253636e-8
6611,9.965369756900282e-5
6612,9.927520930094695e-5
6613,7.17336788971574e-9
6614,2.0917801532782137e-8
6615,5.324683353243943e-9
6616,4.814054815849685e-9
6617,1.3656396275412755e-8
6618,3.6272627758240475e-9
6619,9.936726966168088e-5
6620,9.936305270434042e-5
6621,4.335885011731061e-8
6622,1.5506144085867214e-8
6623,1.2461083340667547e-8
6624,9.951109171513893e-5
6625,1.6103914413744922e-8
6626,1.5776992341201538e-8
6627,7.018091822099409e-9
6628,9.43483390832629e-9
6629,1.4612730645370594e-7
6630,9.926719215642856e-5
6631,4.183131963235975e-9
6632,9.933425478562212e-5
6633,3.149872430459664e-9
6634,9.938748363022826e-5
6635,1.1483808472244102e-4
6636,6.012995098583491e-9
6637,1.014394332723022e-4
6638,2.311819589105923e-6
6639,1.1575736175858168e-4
6640,5.1464118184840654e-9
6641,9.939362823691818e-5
6642,9.940624891677051e-5
6643,2.9166120749115018e-9
6644,3.9917312586248544e-6
6645,1.1923404760865522e-5
6646,9.939253984310381e-5
6647,9.92749763548461e-5
6648,9.833884049968507e-7
6649,9.928658807482904e-5
6650,1.929543582469135e-5
6651,8.416363652000669e-9
6652,8.607360387638598e-9
6653,4.617661662883539e-9
6654,1.4828555691410913e-8
6655,6.4705491506198626e-9
6656,5.689878410994549e-5
6657,9.933060222311816e-5
6658,2.4550898974342824e-7
6659,1.0015422156653217e-4
6660,3.109182103400984e-9
6661,5.053462792874931e-9
6662,4.100726528691911e-6
6663,1.515749615553812e-8
6664,9.925725340639996e-5
6665,7.231777093157228e-9
6666,1.4653715009478345e-6
6667,3.3816608232636556e-6
6668,3.304478662379153e-9
6669,5.430719993418395e-5
6670,6.031281016900453e-8
6671,3.963442616353379e-9
6672,5.544313250683503e-9
6673,1.5475114934583047e-5
6674,6.161110642262121e-9
6675,1.0089843676736304e-4
6676,9.958109135429161e-5
6677,8.138078082704222e-5
6678,9.818802948526002e-9
6679,1.0872488051835424e-4
6680,9.970055057622896e-5
6681,5.163186322062163e-9
6682,9.926129384734175e-5
6683,9.925316767846498e-5
6684,5.421080837238929e-9
6685,5.0175761131072066e-9
6686,1.0123027281361398e-4
6687,1.3400046504466794e-8
6688,5.2709989572351405e-9
6689,7.992615393398444e-9
6690,6.308992349106805e-9
6691,4.884853926729057e-9
6692,1.694602498883784e-7
6693,1.016802228168999e-4
6694,9.927884900729843e-5
6695,9.935708723175427e-5
6696,1.134476041322569e-4
6697,9.955399699406707e-5
6698,5.919967038219089e-9
6699,6.745717424184505e-9
6700,4.512293927973177e-9
6701,6.424572890939287e-9
6702,4.16605118000742e-5
6703,9.927678752792581e-5
6704,1.6058137074790883e-7
6705,8.645008452243086e-6
6706,3.1642904521948155e-7
6707,9.927430030287734e-5
6708,5.508588042558321e-9
6709,2.684498055807599e-7
6710,3.8927752762439413e-7
6711,1.0434963006728116e-4
6712,2.550653859712134e-8
6713,1.0289224725414903e-4
6714,4.701399369417859e-9
6715,7.614354350510509e-9
6716,9.999463930373547e-5
6717,5.623546833960697e-9
6718,1.055638913377002e-4
6719,9.925715936882791e-5
6720,9.954457615353759e-5
6721,1.0379100231376242e-4
6722,7.819817476496933e-6
6723,1.5118136272932846e-8
6724,9.933681140957878e-5
6725,4.628941176147842e-9
6726,9.926211331617391e-5
6727,3.2079212062671564e-8
6728,3.4465135246768257e-9
6729,9.933798958740399e-5
6730,1.0129112726358471e-8
6731,2.0644849940494396e-7
6732,7.82543880166348e-5
6733,9.928136409996342e-5
6734,8.160456852372798e-9
6735,1.0673642592668793e-8
6736,1.1252873107046262e-4
6737,4.691648221035164e-9
6738,1.266133094219099e-8
6739,7.33199763225649e-9
6740,9.925419468362093e-5
6741,1.2063591148942045e-8
6742,2.9735350761199675e-9
6743,6.099641318366111e-9
6744,1.1133904297373573e-4
6745,9.928769574469738e-5
6746,6.145124164021331e-8
6747,1.0934108304267755e-4
6748,3.137388079730967e-5
6749,3.681130035488959e-9
6750,9.92830872154696e-5
6751,9.927685659618654e-5
6752,5.7606043949825255e-5
6753,8.293091331964402e-9
6754,9.926588932054454e-5
6755,1.0102285679999766e-4
6756,1.1960251293458953e-6
6757,1.1855989534450013e-4
6758,1.232889982033585e-8
6759,9.955230633711152e-5
6760,9.927819292830675e-5
6761,5.562655445056645e-9
6762,1.0423459181996289e-4
6763,2.2293197975526135e-8
6764,2.3457916986708118e-6
6765,4.508303435533715e-9
6766,1.020404182578323e-8
6767,7.165591679202915e-9
6768,6.948364829900335e-5
6769,1.7526715051776024e-8
6770,1.0938333477525388e-4
6771,6.312871323675164e-9
6772,1.009718754121469e-4
6773,9.955660393286805e-5
6774,9.84138214090507e-5
6775,3.0107036983151045e-9
6776,5.119227348228884e-9
6777,3.105099852568113e-9
6778,6.308161153058586e-9
6779,4.3998771890250253e-7
6780,1.1858654138768213e-4
6781,1.1312776822460274e-4
6782,9.93259777327511e-5
6783,3.0585882265974045e-8
6784,1.030496631279604e-4
6785,3.73450904522974e-9
6786,9.929246039067325e-5
6787,1.036972937052701e-4
6788,1.0756162624197742e-5
6789,5.369512343651002e-9
6790,6.583351866150129e-9
6791,6.42202269266823e-9
6792,1.512036643100528e-8
6793,9.925404218956812e-5
6794,1.0126679752455501e-4
6795,9.989918379741533e-5
6796,1.5366149354382206e-6
6797,9.928547644782495e-5
6798,9.929892759042897e-5
6799,4.171179466367461e-9
6800,8.773953850343703e-6
6801,9.940487440941324e-5
6802,1.0857349805276639e-4
6803,1.0654047856535596e-4
6804,4.300214820047227e-9
6805,1.1097889419223274e-4
6806,1.1144869285716499e-4
6807,1.219011458037795e-8
6808,1.0032956568230652e-4
6809,1.654895190411727e-8
6810,9.010424087074792e-9
6811,7.679940616233075e-6
6812,1.0954825883241176e-7
6813,9.988868426937282e-5
6814,5.326964471148806e-9
6815,8.111615598203281e-9
